Bibcode|Year|Title|Authors|Publication|Volume|Issue|Page|Abstract|DOI|Samples
|1976|Zr-Hf fractionation in chemically defined lunar rock groups|Garg, A. N. and Ehmann, W. N.|Proceedings of the 7th Lunar Science Conference|||3397-3410 |||70017; 70215; 70315; 71055; 73215; 73235; 74275; 75035; 75055; 76535; 77035; 79035|
|1976|Thermal diffusivity of four Apollo 17 rock samples|Horai, K. and Winkler, J. L.|Proceedings of the 7th Lunar Science Conference|||3183-3204 |||70017; 70215; 72395; 77017; 77035|
|1976|Fe and Mg in plagioclase|Longhi, J., Walker, D., and Hays, J. F.|Proceedings of the 7th Lunar Science Conference|||1281-1300 |||70017; 75035|
|1976|Rb-Sr ages and isotopic systematics of some Serenitatis mare basalts|Murthy, V. R. and Coscio, C.|Proceedings of the 7th Lunar Science Conference|||1529-1544 |||70017; 70035; 70135; 71055; 74255; 74275; 75035; 75055; 75075|
|1976|Sr isotopic constraints on the petrogenesis of Apollo 17 mare basalts|Nyquist, L. E., Bansal, B. M., and Wiesmann, H.|Proceedings of the 7th Lunar Science Conference|||1507-1528 |||70017; 70035; 70135; 70185; 70215; 70255; 71035; 71136; 71175; 71546; 71567; 71569; 71577; 74245; 74255; 74275; 75015; 75075; 76136; 77535; 78135; 78506; 78597; 78599|
|1976|Chemistry, classification, and petrogenesis of Apollo 17 mare basalts|Rhodes, J. M., Hubbard, N. J., Wiesmann, H., Rodgers, K. V., Brannon, J. C., and Bansal, B. M.|Proceedings of the 7th Lunar Science Conference|||1467-1489 |||70017; 70035; 70135; 70185; 70215; 70255; 70275; 71035; 71135; 71136; 71175; 71546; 71566; 71567; 71569; 71577; 72155; 74235; 74245; 74255; 74275; 75015; 75055; 75075; 76136; 76537; 76539; 77535; 78135; 78506; 78597; 78599; 79155|
|1976|Oxygen fugacity and other thermochemical parameters of Apollo 17 high-Ti basalts and their implications on the reduction mechanism|Sato, M.|Proceedings of the 7th Lunar Science Conference|||1323-1344 |||70017; 74275|
|1976|Oxygen fugacity values of some Apollo 16 and 17 rocks (abs)|Sato, M.|Proceedings of the 7th Lunar Science Conference|||758-760 |||70017; 70019; 74275|
|1976|Ferromagnetic-superparamagnetic granulometry of lunar surface materials|Schwerer, F. C. and Nagata, T.|Proceedings of the 7th Lunar Science Conference|||759-778 |||70017; 70215; 78155|
|1976|The kinetics of lunar glass formation, revisited|Klein, L. C. and Uhlmann, D. R.|Proceedings of the 7th Lunar Science Conference|||1113-1121 |||70019|
|1976|Nature of the sulfur in the Apollo 17 basalts and their source regions (abs)|Gibson, E. K., Morris, R. V., and Usselman, T. M.|Proceedings of the 7th Lunar Science Conference|||290-292 |||70035; 70135; 70185; 70215; 70275; 71035; 71135; 71136; 71175; 71546; 71566; 71567; 71569; 71577; 72155; 74235; 74245; 74255; 74275; 75015; 75035; 75055; 75075; 76136; 76537; 76539; 77535; 78135; 78506; 78597; 78599; 79155|
|1976|Cosmic ray exposure ages of Apollo 17 samples and the age of Tycho|Arvidson, R., Drozd, R. J., Guiness, E., Hohenberg, C., Morgan, C., Morrison, R., and Oberbeck, V.|Proceedings of the 7th Lunar Science Conference|||2817-2832 |||70135; 71055; 71135; 71569; 72535; 73275; 75015; 75035|
|1976|Some trace element constraints on lunar basalt genesis|Duncan, A. R., Erlank, A. J., Sher, M. K., Abraham, Y. C., Willis, J. P., and Ahrens, L. H.|Proceedings of the 7th Lunar Science Conference|||1659-1671 |||70135; 75035|
|1976|Source region constraints for lunar basalt types inferred from trace element chemistry (abs)|Duncan, A. R., Sher, M. K., Abraham, Y. C., Erlank, A. J., Willis, J. P., and Marens, L. H.|Proceedings of the 7th Lunar Science Conference|||218-220 |||70135; 75035|
|1976|Chemical fractionation of Ru and Os in the moon|Jovanovic, S. and Reed, G. W., Jr.|Proceedings of the 7th Lunar Science Conference|||3437-3446 |||70135; 72417|
|1976|Trace elements and the evolution of lunar rocks (abs)|Jovanovic, S., Jensen, K. J., and Reed, G. W.|Proceedings of the 7th Lunar Science Conference|||437-439 |||70135; 73215|
|1976|Alkali mobility in shocked basalt (abs)|Jeanloz, R. F. and Ahrens, T. J.|Proceedings of the 7th Lunar Science Conference|||428-430 |||70215|
|1976|Spallation deuterium in rock 70215|Merlivat, L., Lelu, M., Nief, G., and Roth, E.|Proceedings of the 7th Lunar Science Conference|||649-658 |||70215|
|1976|Total nitrogen contents of Apollo 15, 16 and 17 lunar rocks and breccias (abs)|Moore, C. B. and Lewis, C. F.|Proceedings of the 7th Lunar Science Conference|||571-573 |||70215; 71055; 72135; 72275; 73235; 75035; 77017; 78155; 78235; 78505; 79135|
|1976|Nitrogen in lunar igneous rocks|M¸ller, O., Grallath, E., and Tolg, G.|Proceedings of the 7th Lunar Science Conference|||1615-1622 |||70215; 77017; 79155|
|1976|Internal friction and velocity measurements|Tittmann, B. R., Ahlberg, L., and Curnow, J. M.|Proceedings of the 7th Lunar Science Conference|||3123-3132 |||70215|
|1976|Heterogeneity in titaniferous lunar basalts|Walker, D., Longhi, J., and Hays, J. F.|Earth and Planetary Science Letters|30||27-36 |||70215; 71569; 74275; 75035|
|1976|Compositional interrelationships of mare basalts from bulk chemical and melt inclusions|Weiblen, P. W. and Roedder, E.|Proceedings of the 7th Lunar Science Conference|||1449-1466 |||70215; 71135; 78505|
|1976|Electron microprobe analyses of spinel, Fe-Ti oxides and metal from Apollo 17 rake sample mare basalts|Warner, R. D., Berkley, J. L., Mansker, W. L., Warren, R. G., and Keil, K.|UNM Institute of Meteoritics Special Publications|16.0||114|||71509; 71546; 71557; 71558; 71559; 71565; 71566; 71567; 71569; 71577; 71578; 71585; 71587; 71588; 71596; 73219; 77516; 77535; 77536; 78569; 78575; 78576; 78578; 78586; 78587; 78595; 78597; 78598; 78599|
|1976|Electron microprobe analyses of olivine, pyroxene and plagioclase from Apollo 17 rake sample mare basalts|Warner, R. D., Warren, R. G., Mansker, W. L., Berkley, J. L., and Keil, K.|UNM Institute of Meteoritics Special Publications|15.0||158|||71509; 71546; 71557; 71558; 71559; 71565; 71566; 71567; 71569; 71577; 71578; 71585; 71587; 71588; 71596; 73219; 77516; 77535; 77536; 78569; 78575; 78576; 78578; 78586; 78587; 78595; 78597; 78598; 78599|
|1976|A solar origin for the large lunar magnetic field at 4.0 x 109 yrs ago?|Banerjee, S. K. and Mellema, J. P.|Proceedings of the 7th Lunar Science Conference|||3259-3270 |||72215|
|1976|Early lunar magnetism|Banerjee, S. K. and Mellema, J. P.|Nature|260||230-231||http://dx.doi.org//10.1038/260230a0|72215|
|1976|Carbides in lunar soils and rocks|Goldstein, J. I., Hewins, R. H., and Romig, A. D.|Proceedings of the 7th Lunar Science Conference|||807-818 |||72215; 73275|
|1976|Did mare-type volcanism commence early in lunar history?|Ryder, G. and Taylor, G. J.|Proceedings of the 7th Lunar Science Conference|||1741-1755 |||72235; 72275|
|1976|Microstratigraphy of the lunar regolith and compaction ages of lunar breccias|Goswami, J. N., Braddy, D., and Price, P. B.|Proceedings of the 7th Lunar Science Conference|||55-74 |||72255; 72275; 72435; 73215; 76535|
|1976|Characterization of crust formation on a parent body of achondrites and the Moon by pyroxene crystallography and chemistry|Takeda, H., Miyamoto, M., Ishii, T., and Reid, A. M.|Proceedings of the 7th Lunar Science Conference|||3535-3548 |||72255; 76015; 77215|
|1976|Ferromagnetic resonance studies of lunar core stratigraphy|Housley, R. M., Cirlin, E. H., Goldberg, I. B., and Crowe, H.|Proceedings of the 7th Lunar Science Conference|||13-26 |||72275; 73215; 73275; 76315; 79035|
|1976|Chemical and mineralogical homogeneity of Boulder #2, Apollo 17 Station #2 (abs)|Dymek, R. F., Albee, A. L., and Chodos, A. A.|Proceedings of the 7th Lunar Science Conference|||230-232 |||72315; 72335; 72355; 72375; 72395|
|1976|Petrology and origin of Boulders #2 and #3, Apollo 17 Station 2|Dymek, R. F., Albee, A. L., and Chodos, A. A.|Proceedings of the 7th Lunar Science Conference|||2335-2378 |||72315; 72335; 72355; 72375; 72395; 72435|
|1976|Textural remanence: A new model of lunar rock magnetism|Brecher, A.|Earth and Planetary Science Letters|29 (1)||131-145||http://dx.doi.org/10.1016/0012-821X(76)90033-9|72415; 73215; 74275; 76315; 77017; 77035|
|1976|Pyroxene geothermometry and crystallization, subsolidus equilibration temperatures of lunar and, achondritic pyroxenes (abs)|Ishii, T., Miyamoto, M., and Takeda, H.|Proceedings of the 7th Lunar Science Conference|||408-410 |||72415; 76535; 78235|
|1976|Deformation, recovery, and recrystallization of lunar dunite 72417|Lally, J. S., Christie, J. M., Nord, G. L., and Heuer, A. H.|Proceedings of the 7th Lunar Science Conference|||1845-1863 |||72415; 72417|
|1976|Unusual cracks and pores in breccia 15418 and lunar dunite 72415 (abs)|Richter, D., Siegfried, R., and Simmons, G.|Proceedings of the 7th Lunar Science Conference|||736-738 |||72415|
|1976|Microcracks, micropores, and their petrologic interpretation for 72415 and 15418|Richter, D., Simmons, G., and Siegfried, R.|Proceedings of the 7th Lunar Science Conference|||1901-1923 |||72415|
|1976|Mineralogy and petrology of complex breccia 14063|Steele, I. M. and Smith, J. V.|Proceedings of the 7th Lunar Science Conference|||1949-1964 |||72415; 76535|
|1976|Electron microscopy of lunar dunite 72417 (abs)|Lally, J. S., Christie, J. M., Heuer, A. H., and Nord, G. L.|Proceedings of the 7th Lunar Science Conference|||468-470 |||72417|
|1976|Early lunar differentiates and lunar initial 86Sr/86Sr (abs)|Papanastassiou, D. A. and Wasserburg, G. J.|Proceedings of the 7th Lunar Science Conference|||665-667 |||72417; 76535|
|1976|Petrographic investigation of lunar sample 72435 with emphasis on the nature of its clasts (abs)|Dymek, R. F., Albee, A. L., and Chodos, A. A.|Proceedings of the 7th Lunar Science Conference|||227-229 |||72435|
|1976|Major and trace element compositions of matrix and aphanitic clasts from consortium breccia 73215|Blanchard, D. P., Jacobs, J. W., Brannon, J. C., and Haskin, L. A.|Proceedings of the 7th Lunar Science Conference|||2179-2187 |||73215|
|1976|Textural control of magnetization in lunar, meteoritic and terrestrial rocks (abs)|Brecher, A.|Proceedings of the 7th Lunar Science Conference|||91-93 |||73215|
|1976|The magnetic characteristics of highland breccia 73215: Evidence for textural control of magnetization|Brecher, A.|Proceedings of the 7th Lunar Science Conference|||2217-2231 |||73215|
|1976|Secondary impact mixing in the formation of Apollo 17 grey breccias (abs)|Dence, M. R. and Grieve, R. A. F.|Proceedings of the 7th Lunar Science Conference|||196-198 |||73215; 73235|
|1976|Apollo 17 grey breccias and crustal composition in the Serenitatis Basin region|Dence, M. R., Grieve, R. A. F., and Plant, A. G.|Proceedings of the 7th Lunar Science Conference|||1821-1832 |||73215; 73235|
|1976|Composition of the projectiles that bombarded the lunar highlands|Gros, J., Takahashi, H., Hertogen, J., Morgan, J. W., and Anders, E.|Proceedings of the 7th Lunar Science Conference|||2403-2425 |||73215; 76255; 76275; 76315|
|1976|Petrology of aphanitic lithologies in consortium breccia 73215|James, O. B.|Proceedings of the 7th Lunar Science Conference|||2145-2178 |||73215|
|1976|Consortium studies of light-gray breccia 73215: Introduction, subsample distribution data, and summary of results|James, O. B. and Blanchard, D. P.|Proceedings of the 7th Lunar Science Conference|||2131-2143 |||73215|
|1976|Consortium studies of aphanitic lithologies and two anorthositic gabbro clasts in breccia 73215 (abs)|James, O. B., Blanchard, D. P., Jacobs, J. W., Brannon, J. C., Haskin, L. A., Brecher, A., Compston, W., Marti, K., Lugmair, G. W., Gros, J., Takahashi, H., and Braddy, D.|Proceedings of the 7th Lunar Science Conference|||423-525 |||73215|
|1976|Ages of plutonic clasts in consortium breccia 73215 (abs)|Jessberger, E. K., Kirsten, T., and Staudacher, T.|Proceedings of the 7th Lunar Science Conference|||431-433 |||73215|
|1976|Argon-argon ages of consortium breccia 73215|Jessberger, E. K., Kirsten, T., and Staudacher, T.|Proceedings of the 7th Lunar Science Conference|||2201-2215 |||73215|
|1976|Convection cells in the early lunar magma ocean: trace-element evidence|Jovanovic, S. and Reed, G. W.|Proceedings of the 7th Lunar Science Conference|||3447-3459 |||73215; 76535|
|1976|Lunar breccia 73215: siderophile and volatile elements|Morgan, J. W., Gros, J., Takahashi, H., and Hertogen, J.|Proceedings of the 7th Lunar Science Conference|||2189-2199 |||73215; 73235; 73275|
|1976|Sulfur prevails in coatings on glass droplets: Apollo 15 green and brown glasses and Apollo 17 orange and black (devitrified) glasses|Butler, P. and Meyer, C.|Proceedings of the 7th Lunar Science Conference|||1561-1581 |||74220|
|1976|Rb-Sr studies of A-17 mare basalts and some general considerations early terrestrial and lunar evolution (abs)|Murthy, V. R.|Proceedings of the 7th Lunar Science Conference|||585-587 |||74255; 75035; 75075|
|1976|Phase relations of high-titanium mare basalts as a function of oxygen fugacity (abs)|Usselman, T. M. and Lofgren, G. E.|Proceedings of the 7th Lunar Science Conference|||888-890 |||74275|
|1976|The phase relations, textures, and mineral chemistries of high- titanium mare basalts as a function of oxygen fugacity and cooling rate|Usselman, T. M. and Lofgren, G. E.|Proceedings of the 7th Lunar Science Conference|||1345-1363 |||74275|
|1976|The long-term average of the galactic cosmic-ray iron group composition studied by the track method|Kratschmer, W. and Gentner, W.|Proceedings of the 7th Lunar Science Conference|||501-511 |||75035|
|1976|Lunar ball games and other sports (abs)|Tera, F. and Wasserburg, G. J.|Proceedings of the 7th Lunar Science Conference|||858-860 |||75055|
|1976|Critical review of models for the evolution of high-Ti mare basalts|Drake, M. J. and Consolmagno, G. J.|Proceedings of the 7th Lunar Science Conference|||1633-1657 |||75075|
|1976|The chronology of the Apollo 17 Station 6 boulder|Cadogan, P. H. and Turner, G.|Proceedings of the 7th Lunar Science Conference|||2267-2285 |||76015; 76215; 76235; 76255; 76275; 76295; 76315|
|1976|Native FeNi metal particles in Apollo 17 Station 6 boulder (abs)|Misra, K. C., Walker, B. M., and Taylor, L. A.|Proceedings of the 7th Lunar Science Conference|||565-567 |||76015; 76215; 76275; 76295; 76315|
|1976|Textures and compositions of metal particles in Apollo 17, Station 6 boulder samples|Misra, K. C., Walker, B. M., and Taylor, L. A.|Proceedings of the 7th Lunar Science Conference|||2251-2266 |||76015; 76215; 76275; 76295; 76315|
|1976|Heat flow in impact melts: Apollo 17 Station 6 Boulder and some applications to other breccias and xenolith laden melts|Onorato, P. I. K., Uhlmann, D. R., and Simonds, C. H.|Proceedings of the 7th Lunar Science Conference|||2449-2467 |||76015; 76215; 76275; 76295; 76315|
|1976|Thermal model for impact breccia lithification: Manicouagan and the moon|Simonds, C. H., Warner, J. L., and McGee, P. E.|Proceedings of the 7th Lunar Science Conference|||2509-2528 |||76015; 76275|
|1976|Clast-melt interactions in lunar and terrestrial impact melts (abs)|Simonds, C. H., Warner, J. L., and Phinney, W. C.|Proceedings of the 7th Lunar Science Conference|||812-814 |||76015; 76215; 76275; 76295|
|1976|Fluorine as a constituent in lunar magmatic gases|Goldberg, R. H., Tombrello, T. A., and Burnett, D. S.|Proceedings of the 7th Lunar Science Conference|||1597-1613 |||76215|
|1976|Ion probe analysis of artificially implanted ions in terrestrial samples and surface enhanced ions in lunar sample 76215,77|Zinner, E., Walker, R. M., Chaumont, J., and Dran, J. C.|Proceedings of the 7th Lunar Science Conference|||953-984 |||76215|
|1976|Apollo 17, Station 6 boulder sample 76255: Absolute petrology of breccia matrix and igneous clasts|Warner, J. L., Simonds, C. H., and Phinney, W. C.|Proceedings of the 7th Lunar Science Conference|||21233-22250 |||76255|
|1976|Genetic distinction between anorthosites and Mg- rich plutonic rocks (abs)|Warner, J. L., Simonds, C. H., and Phinney, W. C.|Proceedings of the 7th Lunar Science Conference|||915-917 |||76255|
|1976|Electrical properties of Apollo 17 rock and soil samples and a summary of the electrical properties of lunar material at 450 MHz frequency|Gold, T., Bilson, E., and Baron, R. L.|Proceedings of the 7th Lunar Science Conference|||2593-2603 |||76315; 79135|
|1976|The surface chemical composition of lunar samples and its significance for optical properties|Gold, T., Bilson, E., and Baron, R. L.|Proceedings of the 7th Lunar Science Conference|||901-911 |||76315; 79135|
|1976|Lithification of vitric- and clastic- matrix breccias: SEM photography|Phinney, W. C., McKay, D. S., Simonds, C. H., and Warner, J. L.|Proceedings of the 7th Lunar Science Conference|||2469-2492 |||76506; 76545; 76548; 76567|
